t,sat_id,zenith_deg,gamma0,mu_s,beta_s,psift_s,qber_s,eve_s,rnorm_s,secure_s,mu_opt,beta_opt,psift_opt,qber_opt,eve_opt,rnorm_opt,secure_opt
1765,6,26.1068,1.08361,0.5,3,0.00152951,0.0168897,0.44904,0.00132898,0,0.95,2.204,0.0170523,0.000997189,0.404008,0.016402,1
1770,6,27.6637,1.01481,0.5,3,0.00152135,0.0223634,0.45036,0.00127545,0,0.95,2.498,0.00800717,0.000994337,0.406458,0.00771292,1
1775,6,29.481,0.934508,0.5,3,0.00151602,0.0308258,0.45205,0.00120499,0,0.95,2.876,0.00269545,0.000997893,0.409596,0.00260084,1
1780,6,31.4748,0.847229,0.5,3,0.00151663,0.0432911,0.454088,0.00111734,0,0.95,0.3,0.415156,0.0743871,0.413389,0.247499,0
1785,6,33.5747,0.757231,0.5,3,0.00152622,0.0607491,0.456443,0.00101357,0,0.95,0.3,0.427923,0.102758,0.417778,0.215128,0
1790,6,35.7248,0.668152,0.5,3,0.00154739,0.0838504,0.459067,0.000896798,0,0.95,0.3,0.444806,0.137504,0.422678,0.180153,0
1795,6,37.8827,0.582835,0.5,3,0.00158187,0.112578,0.461902,0.000772213,0,0.95,0.3,0.465704,0.176812,0.427981,0.145266,0
1800,6,40.017,0.503291,0.5,3,0.00163024,0.146078,0.464879,0.000646388,0,0.95,0.3,0.48997,0.218087,0.433562,0.112971,0
1805,6,42.1054,0.430761,0.5,3,0.00169167,0.18277,0.467928,0.000525994,0,0.95,0.3,0.516525,0.258698,0.439289,0.0850014,0
1810,6,44.1328,0.365839,0.5,3,0.00176411,0.220702,0.47098,0.000416543,0,0.95,0.321,0.531101,0.29432,0.445033,0.0621536,0
1815,6,46.0892,0.308616,0.5,3,0.00184454,0.257987,0.473973,0.000321599,0,0.95,0.384,0.518211,0.322442,0.450675,0.0445409,0
1820,6,47.969,0.258823,0.5,3,0.00192954,0.293119,0.476853,0.000242614,0,0.95,0.44,0.507115,0.348252,0.456112,0.0314094,0
1825,6,49.7693,0.215959,0.5,3,0.00201566,0.325117,0.479578,0.000179267,0,0.95,0.496,0.493434,0.37094,0.461262,0.0218466,0
1830,6,51.4895,0.17939,0.5,3,0.00209988,0.353491,0.482117,0.000130046,0,0.95,0.538,0.485873,0.391511,0.466066,0.0150169,0
1835,6,53.1308,0.148426,0.5,3,0.00217982,0.378142,0.48445,9.2824e-05,0,0.95,0.58,0.475933,0.409078,0.470485,0.0102187,0
1840,6,54.695,0.122374,0.5,3,0.00225379,0.399228,0.486569,6.53193e-05,0,0.95,0.608,0.472375,0.424594,0.4745,0.00689304,0
1845,6,56.1852,0.100572,0.5,3,0.00232078,0.417056,0.488471,4.53919e-05,0,0.95,0.65,0.458345,0.437086,0.478107,0.00461451,0
1850,6,57.6044,0.0824093,0.5,3,0.00238036,0.431997,0.490162,3.11953e-05,0,0.95,0.678,0.45112,0.448025,0.481316,0.00306819,0
1855,6,58.9562,0.067338,0.5,3,0.00243256,0.444435,0.491652,2.12266e-05,0,0.95,0.692,0.450778,0.457478,0.484143,0.00202751,0
1910,7,59.1003,0.0658549,0.5,3,0.00243784,0.44566,0.491803,2.03393e-05,0,0.95,0.706,0.443226,0.458108,0.484431,0.00193691,0
1915,7,57.967,0.0781592,0.5,3,0.00239482,0.435502,0.490573,2.8212e-05,0,0.95,0.678,0.45338,0.450798,0.482097,0.00275257,0
1920,7,56.807,0.0923099,0.5,3,0.00234744,0.423845,0.489227,3.86496e-05,0,0.95,0.664,0.454277,0.441995,0.479542,0.00387139,0
1925,7,55.6237,0.108451,0.5,3,0.00229601,0.410598,0.487768,5.22456e-05,0,0.95,0.636,0.462659,0.432477,0.476775,0.00538488,0
1930,7,54.4215,0.126693,0.5,3,0.00224108,0.395715,0.486207,6.9613e-05,0,0.95,0.608,0.470111,0.421797,0.473814,0.00739918,0
1935,7,53.2064,0.14709,0.5,3,0.00218346,0.379216,0.484555,9.13234e-05,0,0.95,0.58,0.476622,0.409942,0.470684,0.0100323,0
1940,7,51.986,0.169624,0.5,3,0.0021242,0.36121,0.482833,0.000117822,0,0.95,0.552,0.48223,0.396948,0.467422,0.0134052,0
1945,7,50.7697,0.194174,0.5,3,0.00206456,0.341913,0.481064,0.000149324,0,0.95,0.524,0.487034,0.38292,0.464074,0.0176279,0
1950,7,49.569,0.220493,0.5,3,0.00200593,0.321663,0.479278,0.000185709,0,0.95,0.496,0.491202,0.36805,0.460694,0.0227791,0
1955,7,48.3976,0.24819,0.5,3,0.00194971,0.300916,0.477506,0.000226425,0,0.95,0.454,0.503591,0.353768,0.457345,0.028884,0
1960,7,47.2711,0.276709,0.5,3,0.00189725,0.28023,0.475786,0.000270441,0,0.95,0.426,0.507226,0.338286,0.454096,0.0358826,0
1965,7,46.2075,0.305331,0.5,3,0.0018497,0.26023,0.474155,0.000316257,0,0.95,0.398,0.511102,0.32312,0.451017,0.0436094,0
1970,7,45.2263,0.333183,0.5,3,0.00180792,0.241554,0.47265,0.000361991,0,0.95,0.363,0.519898,0.309533,0.44818,0.0517839,0
1975,7,44.3481,0.359278,0.5,3,0.00177248,0.224799,0.471308,0.000405527,0,0.95,0.328,0.529711,0.297476,0.445651,0.0600037,0
1980,7,43.5934,0.382563,0.5,3,0.00174367,0.210476,0.470162,0.000444703,0,0.95,0.307,0.532348,0.285959,0.443492,0.0677803,0
1985,7,42.9822,0.402001,0.5,3,0.00172152,0.198985,0.469239,0.000477506,0,0.95,0.3,0.528287,0.275354,0.441756,0.0745659,0
1990,7,42.5316,0.416653,0.5,3,0.00170589,0.190606,0.468563,0.00050223,0,0.95,0.3,0.522206,0.266838,0.440484,0.0798269,0
1995,7,42.2554,0.425769,0.5,3,0.00169661,0.185517,0.468151,0.000517591,0,0.95,0.3,0.518516,0.261571,0.439709,0.0831587,0
2000,7,42.1624,0.428863,0.5,3,0.00169354,0.183811,0.468013,0.000522801,0,0.95,0.3,0.517279,0.259789,0.439449,0.0842995,0
2005,7,42.2554,0.425769,0.5,3,0.00169661,0.185517,0.468151,0.000517591,0,0.95,0.3,0.518516,0.261571,0.439709,0.0831587,0
2010,7,42.5316,0.416653,0.5,3,0.00170589,0.190606,0.468563,0.00050223,0,0.95,0.3,0.522206,0.266838,0.440484,0.0798269,0
2015,7,42.9822,0.402001,0.5,3,0.00172152,0.198985,0.469239,0.000477506,0,0.95,0.3,0.528287,0.275354,0.441756,0.0745659,0
2020,7,43.5934,0.382563,0.5,3,0.00174367,0.210476,0.470162,0.000444703,0,0.95,0.307,0.532348,0.285959,0.443492,0.0677803,0
2025,7,44.3481,0.359278,0.5,3,0.00177248,0.224799,0.471308,0.000405527,0,0.95,0.328,0.529711,0.297476,0.445651,0.0600037,0
2030,7,45.2263,0.333183,0.5,3,0.00180792,0.241554,0.47265,0.000361991,0,0.95,0.363,0.519898,0.309533,0.44818,0.0517839,0
2035,7,46.2075,0.305331,0.5,3,0.0018497,0.26023,0.474155,0.000316257,0,0.95,0.398,0.511102,0.32312,0.451017,0.0436094,0
2040,7,47.2711,0.276709,0.5,3,0.00189725,0.28023,0.475786,0.000270441,0,0.95,0.426,0.507226,0.338286,0.454096,0.0358826,0
2045,7,48.3976,0.24819,0.5,3,0.00194971,0.300916,0.477506,0.000226425,0,0.95,0.454,0.503591,0.353768,0.457345,0.028884,0
2050,7,49.569,0.220493,0.5,3,0.00200593,0.321663,0.479278,0.000185709,0,0.95,0.496,0.491202,0.36805,0.460694,0.0227791,0
2055,7,50.7697,0.194174,0.5,3,0.00206456,0.341913,0.481064,0.000149324,0,0.95,0.524,0.487034,0.38292,0.464074,0.0176279,0
2060,7,51.986,0.169624,0.5,3,0.0021242,0.36121,0.482833,0.000117822,0,0.95,0.552,0.48223,0.396948,0.467422,0.0134052,0
2065,7,53.2064,0.14709,0.5,3,0.00218346,0.379216,0.484555,9.13234e-05,0,0.95,0.58,0.476622,0.409942,0.470684,0.0100323,0
2070,7,54.4215,0.126693,0.5,3,0.00224108,0.395715,0.486207,6.9613e-05,0,0.95,0.608,0.470111,0.421797,0.473814,0.00739918,0
2075,7,55.6237,0.108451,0.5,3,0.00229601,0.410598,0.487768,5.22456e-05,0,0.95,0.636,0.462659,0.432477,0.476775,0.00538488,0
2080,7,56.807,0.0923099,0.5,3,0.00234744,0.423845,0.489227,3.86496e-05,0,0.95,0.664,0.454277,0.441995,0.479542,0.00387139,0
2085,7,57.967,0.0781592,0.5,3,0.00239482,0.435502,0.490573,2.8212e-05,0,0.95,0.678,0.45338,0.450798,0.482097,0.00275257,0
2090,7,59.1003,0.0658549,0.5,3,0.00243784,0.44566,0.491803,2.03393e-05,0,0.95,0.706,0.443226,0.458108,0.484431,0.00193691,0
2140,8,59.3464,0.0633735,0.5,3,0.00244672,0.44771,0.492058,1.88932e-05,0,0.95,0.706,0.444549,0.459733,0.484915,0.00179016,0
2145,8,57.9666,0.0781634,0.5,3,0.00239481,0.435498,0.490573,2.82149e-05,0,0.95,0.678,0.453378,0.450796,0.482096,0.00275287,0
2150,8,56.5105,0.09619,0.5,3,0.00233483,0.420655,0.488869,4.17581e-05,0,0.95,0.65,0.460661,0.43994,0.478863,0.00421224,0
2155,8,54.9722,0.118101,0.5,3,0.00226654,0.402712,0.486932,6.11794e-05,0,0.95,0.622,0.466086,0.426767,0.475188,0.00641026,0
2160,8,53.3459,0.144646,0.5,3,0.00219016,0.381184,0.484748,8.86025e-05,0,0.95,0.58,0.477889,0.411521,0.47105,0.00969552,0
2165,8,51.6254,0.176684,0.5,3,0.00210654,0.355624,0.482314,0.000126616,0,0.95,0.538,0.48725,0.393248,0.466438,0.014561,0
2170,8,49.8043,0.215171,0.5,3,0.00201736,0.325718,0.47963,0.000178156,0,0.95,0.496,0.493824,0.371442,0.461361,0.0216864,0
2175,8,47.8766,0.261151,0.5,3,0.00192522,0.291426,0.476712,0.000246195,0,0.95,0.44,0.505995,0.346794,0.455845,0.0319761,0
2180,8,45.8362,0.315709,0.5,3,0.00183363,0.253178,0.473585,0.000333186,0,0.95,0.384,0.514941,0.318095,0.449943,0.0465815,0
2185,8,43.6781,0.379913,0.5,3,0.00174683,0.212076,0.47029,0.000440235,0,0.95,0.307,0.533504,0.287519,0.443733,0.0668748,0
2190,8,41.3979,0.454712,0.5,3,0.00166931,0.169989,0.466882,0.000566152,0,0.95,0.3,0.50727,0.245037,0.437324,0.0940063,0
2195,8,38.9934,0.540792,0.5,3,0.00160523,0.129432,0.463431,0.000706719,0,0.95,0.3,0.477921,0.198133,0.430847,0.128073,0
2200,8,36.4649,0.638386,0.5,3,0.00155764,0.0930823,0.460018,0.00085469,0,0.95,0.3,0.451534,0.150576,0.424455,0.168056,0
2205,8,33.8165,0.74704,0.5,3,0.00152799,0.0630746,0.456728,0.00100093,0,0.95,0.3,0.429625,0.106396,0.418309,0.211251,0
2210,8,31.0581,0.865354,0.5,3,0.00151588,0.0403774,0.453646,0.00113656,0,0.95,0.3,0.413031,0.0694657,0.412566,0.253561,0
2215,8,28.2078,0.990739,0.5,3,0.00151924,0.0246415,0.450849,0.00125528,0,0.95,2.61,0.00588149,0.000989338,0.407366,0.00566856,1
2220,8,25.2961,1.11925,0.5,3,0.00153484,0.0145749,0.448398,0.00135453,0,0.95,2.064,0.0237842,0.000994364,0.402818,0.0228619,1
2225,8,22.372,1.24556,0.5,3,0.00155879,0.00855878,0.446332,0.00143502,0,0.95,1.616,0.0614269,0.000977221,0.398992,0.0589193,1
2230,8,19.5142,1.3632,0.5,3,0.00158687,0.00514647,0.444668,0.00149899,0,0.95,1.238,0.119694,0.000983514,0.395916,0.114579,1
2235,8,16.849,1.46502,0.5,3,0.00161478,0.00328323,0.443404,0.00154844,0,0.95,0.944,0.185679,0.00098213,0.393582,0.17748,1
2240,8,14.5769,1.54397,0.5,3,0.0016384,0.00230406,0.442525,0.00158423,0,0.95,0.734,0.243976,0.000974745,0.391959,0.232972,1
2245,8,12.9898,1.59407,0.5,3,0.0016542,0.00183591,0.442008,0.00160613,0,0.95,0.608,0.282977,0.000966718,0.391006,0.270065,1
2250,8,12.4094,1.61124,0.5,3,0.00165976,0.00169763,0.441838,0.00161353,0,0.95,0.552,0.301123,0.000997063,0.390693,0.287231,1
2255,8,12.9898,1.59407,0.5,3,0.0016542,0.00183591,0.442008,0.00160613,0,0.95,0.608,0.282977,0.000966718,0.391006,0.270065,1
2260,8,14.5769,1.54397,0.5,3,0.0016384,0.00230406,0.442525,0.00158423,0,0.95,0.734,0.243976,0.000974745,0.391959,0.232972,1
2265,8,16.849,1.46502,0.5,3,0.00161478,0.00328323,0.443404,0.00154844,0,0.95,0.944,0.185679,0.00098213,0.393582,0.17748,1
2270,8,19.5142,1.3632,0.5,3,0.00158687,0.00514647,0.444668,0.00149899,0,0.95,1.238,0.119694,0.000983514,0.395916,0.114579,1
2275,8,22.372,1.24556,0.5,3,0.00155879,0.00855878,0.446332,0.00143502,0,0.95,1.616,0.0614269,0.000977221,0.398992,0.0589193,1
2280,8,25.2961,1.11925,0.5,3,0.00153484,0.0145749,0.448398,0.00135453,0,0.95,2.064,0.0237842,0.000994364,0.402818,0.0228619,1
2285,8,28.2078,0.990739,0.5,3,0.00151924,0.0246415,0.450849,0.00125528,0,0.95,2.61,0.00588149,0.000989338,0.407366,0.00566856,1
2290,8,31.0581,0.865354,0.5,3,0.00151588,0.0403774,0.453646,0.00113656,0,0.95,0.3,0.413031,0.0694657,0.412566,0.253561,0
2295,8,33.8165,0.74704,0.5,3,0.00152799,0.0630746,0.456728,0.00100093,0,0.95,0.3,0.429625,0.106396,0.418309,0.211251,0
2300,8,36.4649,0.638386,0.5,3,0.00155764,0.0930823,0.460018,0.00085469,0,0.95,0.3,0.451534,0.150576,0.424455,0.168056,0
2305,8,38.9934,0.540792,0.5,3,0.00160523,0.129432,0.463431,0.000706719,0,0.95,0.3,0.477921,0.198133,0.430847,0.128073,0
2310,8,41.3979,0.454712,0.5,3,0.00166931,0.169989,0.466882,0.000566152,0,0.95,0.3,0.50727,0.245037,0.437324,0.0940063,0
2315,8,43.6781,0.379913,0.5,3,0.00174683,0.212076,0.47029,0.000440235,0,0.95,0.307,0.533504,0.287519,0.443733,0.0668748,0
2320,8,45.8362,0.315709,0.5,3,0.00183363,0.253178,0.473585,0.000333186,0,0.95,0.384,0.514941,0.318095,0.449943,0.0465815,0
2325,8,47.8766,0.261151,0.5,3,0.00192522,0.291426,0.476712,0.000246195,0,0.95,0.44,0.505995,0.346794,0.455845,0.0319761,0
2330,8,49.8043,0.215171,0.5,3,0.00201736,0.325718,0.47963,0.000178156,0,0.95,0.496,0.493824,0.371442,0.461361,0.0216864,0
2335,8,51.6254,0.176684,0.5,3,0.00210654,0.355624,0.482314,0.000126616,0,0.95,0.538,0.48725,0.393248,0.466438,0.014561,0
2340,8,53.3459,0.144646,0.5,3,0.00219016,0.381184,0.484748,8.86025e-05,0,0.95,0.58,0.477889,0.411521,0.47105,0.00969552,0
2345,8,54.9722,0.118101,0.5,3,0.00226654,0.402712,0.486932,6.11794e-05,0,0.95,0.622,0.466086,0.426767,0.475188,0.00641026,0
2350,8,56.5105,0.09619,0.5,3,0.00233483,0.420655,0.488869,4.17581e-05,0,0.95,0.65,0.460661,0.43994,0.478863,0.00421224,0
2355,8,57.9666,0.0781634,0.5,3,0.00239481,0.435498,0.490573,2.82149e-05,0,0.95,0.678,0.453378,0.450796,0.482096,0.00275287,0
2360,8,59.3464,0.0633735,0.5,3,0.00244672,0.44771,0.492058,1.88932e-05,0,0.95,0.706,0.444549,0.459733,0.484915,0.00179016,0
2400,9,59.2567,0.0642699,0.5,3,0.0024435,0.446969,0.491966,1.941e-05,0,0.95,0.706,0.44407,0.459146,0.48474,0.0018425,0
2405,9,58.0028,0.0777483,0.5,3,0.00239623,0.435841,0.490613,2.79306e-05,0,0.95,0.678,0.4536,0.451066,0.482173,0.00272297,0
2410,9,56.6989,0.0937111,0.5,3,0.00234287,0.422692,0.489097,3.97603e-05,0,0.95,0.65,0.461978,0.44155,0.479296,0.00399281,0
2415,9,55.3449,0.112512,0.5,3,0.00228349,0.407275,0.487413,5.59345e-05,0,0.95,0.622,0.469025,0.430392,0.476102,0.0058053,0
2420,9,53.9411,0.134517,0.5,3,0.00221851,0.389366,0.485562,7.76679e-05,0,0.95,0.594,0.474579,0.417377,0.472592,0.00836169,0
2425,9,52.4891,0.160083,0.5,3,0.00214875,0.368803,0.48355,0.0001063,0,0.95,0.566,0.478515,0.402299,0.46878,0.0119179,0
2430,9,50.9916,0.189537,0.5,3,0.00207545,0.345529,0.48139,0.000143182,0,0.95,0.524,0.489366,0.385891,0.464691,0.0167869,0
2435,9,49.4534,0.223138,0.5,3,0.00200033,0.319656,0.479104,0.000189497,0,0.95,0.482,0.498533,0.367408,0.460365,0.0233322,0
2440,9,47.8814,0.26103,0.5,3,0.00192544,0.291513,0.47672,0.000246009,0,0.95,0.44,0.506053,0.34687,0.455859,0.0319466,0
2445,9,46.2851,0.303187,0.5,3,0.00185309,0.2617,0.474274,0.000312779,0,0.95,0.398,0.512092,0.324441,0.451242,0.0430075,0
2450,9,44.6778,0.349354,0.5,3,0.00178555,0.231084,0.471811,0.00038891,0,0.95,0.342,0.525531,0.301937,0.446599,0.0568153,0
2455,9,43.0763,0.398974,0.5,3,0.00172486,0.200746,0.469381,0.000472397,0,0.95,0.3,0.529566,0.27712,0.442022,0.0734942,0
2460,9,41.5022,0.451139,0.5,3,0.00167251,0.171854,0.467036,0.00056018,0,0.95,0.3,0.50862,0.247061,0.437612,0.0926466,0
2465,9,39.9821,0.504549,0.5,3,0.00162933,0.145495,0.464829,0.000648437,0,0.95,0.3,0.489548,0.217405,0.433468,0.113472,0
2470,9,38.5474,0.557512,0.5,3,0.00159538,0.122505,0.462812,0.000733057,0,0.95,0.3,0.472903,0.189513,0.429686,0.134888,0
2475,9,37.2341,0.607995,0.5,3,0.00157003,0.10337,0.46103,0.000810175,0,0.95,0.3,0.459017,0.164642,0.426349,0.155602,0
2480,9,36.0817,0.653735,0.5,3,0.00155213,0.0882203,0.459523,0.000876592,0,0.95,0.3,0.447992,0.143747,0.423529,0.17431,0
2485,9,35.1304,0.69241,0.5,3,0.00154028,0.0769127,0.458321,0.000929985,0,0.95,0.3,0.439742,0.127385,0.421284,0.189891,0
2490,9,34.4183,0.721854,0.5,3,0.00153306,0.069159,0.457448,0.000968879,0,0.95,0.3,0.434076,0.115761,0.419653,0.201516,0
2495,9,33.9769,0.740299,0.5,3,0.00152925,0.0646554,0.456918,0.00099246,0,0.95,0.3,0.430781,0.10885,0.418664,0.208666,0
2500,9,33.8274,0.746582,0.5,3,0.00152808,0.0631809,0.456741,0.00100035,0,0.95,0.3,0.429703,0.106561,0.418333,0.211076,0
2505,9,33.9769,0.740299,0.5,3,0.00152925,0.0646554,0.456918,0.00099246,0,0.95,0.3,0.430781,0.10885,0.418664,0.208666,0
2510,9,34.4183,0.721854,0.5,3,0.00153306,0.069159,0.457448,0.000968879,0,0.95,0.3,0.434076,0.115761,0.419653,0.201516,0
2515,9,35.1304,0.69241,0.5,3,0.00154028,0.0769127,0.458321,0.000929985,0,0.95,0.3,0.439742,0.127385,0.421284,0.189891,0
2520,9,36.0817,0.653735,0.5,3,0.00155213,0.0882203,0.459523,0.000876592,0,0.95,0.3,0.447992,0.143747,0.423529,0.17431,0
2525,9,37.2341,0.607995,0.5,3,0.00157003,0.10337,0.46103,0.000810175,0,0.95,0.3,0.459017,0.164642,0.426349,0.155602,0
2530,9,38.5474,0.557512,0.5,3,0.00159538,0.122505,0.462812,0.000733057,0,0.95,0.3,0.472903,0.189513,0.429686,0.134888,0
2535,9,39.9821,0.504549,0.5,3,0.00162933,0.145495,0.464829,0.000648437,0,0.95,0.3,0.489548,0.217405,0.433468,0.113472,0
2540,9,41.5022,0.451139,0.5,3,0.00167251,0.171854,0.467036,0.00056018,0,0.95,0.3,0.50862,0.247061,0.437612,0.0926466,0
2545,9,43.0763,0.398974,0.5,3,0.00172486,0.200746,0.469381,0.000472397,0,0.95,0.3,0.529566,0.27712,0.442022,0.0734942,0
2550,9,44.6778,0.349354,0.5,3,0.00178555,0.231084,0.471811,0.00038891,0,0.95,0.342,0.525531,0.301937,0.446599,0.0568153,0
2555,9,46.2851,0.303187,0.5,3,0.00185309,0.2617,0.474274,0.000312779,0,0.95,0.398,0.512092,0.324441,0.451242,0.0430075,0
2560,9,47.8814,0.26103,0.5,3,0.00192544,0.291513,0.47672,0.000246009,0,0.95,0.44,0.506053,0.34687,0.455859,0.0319466,0
2565,9,49.4534,0.223138,0.5,3,0.00200033,0.319656,0.479104,0.000189497,0,0.95,0.482,0.498533,0.367408,0.460365,0.0233322,0
2570,9,50.9916,0.189537,0.5,3,0.00207545,0.345529,0.48139,0.000143182,0,0.95,0.524,0.489366,0.385891,0.464691,0.0167869,0
2575,9,52.4891,0.160083,0.5,3,0.00214875,0.368803,0.48355,0.0001063,0,0.95,0.566,0.478515,0.402299,0.46878,0.0119179,0
2580,9,53.9411,0.134517,0.5,3,0.00221851,0.389366,0.485562,7.76679e-05,0,0.95,0.594,0.474579,0.417377,0.472592,0.00836169,0
2585,9,55.3449,0.112512,0.5,3,0.00228349,0.407275,0.487413,5.59345e-05,0,0.95,0.622,0.469025,0.430392,0.476102,0.0058053,0
2590,9,56.6989,0.0937111,0.5,3,0.00234287,0.422692,0.489097,3.97603e-05,0,0.95,0.65,0.461978,0.44155,0.479296,0.00399281,0
2595,9,58.0028,0.0777483,0.5,3,0.00239623,0.435841,0.490613,2.79306e-05,0,0.95,0.678,0.4536,0.451066,0.482173,0.00272297,0
2600,9,59.2567,0.0642699,0.5,3,0.0024435,0.446969,0.491966,1.941e-05,0,0.95,0.706,0.44407,0.459146,0.48474,0.0018425,0
