t,sat_id,elevation_deg,zenith_deg,gamma0,sigma_X,w_eq,p_sift,qber,eve_error,secure
1415,5,38.9114,51.0886,0.187533,0.178734,43.7814,0.00208021,0.347097,0.481533,0
1420,5,40.8005,49.1995,0.229013,0.172378,42.0857,0.00198806,0.315216,0.478722,0
1425,5,42.8077,47.1923,0.278773,0.166296,40.4685,0.00189366,0.278762,0.475665,0
1430,5,44.9413,45.0587,0.33808,0.160494,38.9307,0.001801,0.238354,0.472394,0
1435,5,47.2097,42.7903,0.408205,0.154979,37.4738,0.00171479,0.195407,0.468951,0
1440,5,49.6206,40.3794,0.490314,0.149763,36.1,0.0016399,0.152204,0.465399,0
1445,5,52.1815,37.8185,0.585305,0.144858,34.8119,0.00158064,0.111646,0.461815,0
1450,5,54.8984,35.1016,0.693595,0.140278,33.613,0.00153996,0.0765866,0.458285,0
1455,5,57.7759,32.2241,0.814837,0.136041,32.507,0.00151891,0.0489746,0.454904,0
1460,5,60.8162,29.1838,0.947613,0.132166,31.4983,0.00151654,0.0292683,0.451762,0
1465,5,64.0185,25.9815,1.08912,0.128675,30.5917,0.00153029,0.0165101,0.448939,0
1470,5,67.3781,22.6219,1.23496,0.125588,29.792,0.00155652,0.008955,0.446494,0
1475,5,70.8863,19.1137,1.37905,0.122929,29.1045,0.00159101,0.00480138,0.444461,0
1480,5,74.529,15.471,1.51386,0.120718,28.5338,0.0016292,0.00263871,0.44285,0
1485,5,78.2876,11.7124,1.63102,0.118975,28.0847,0.00166624,0.00155084,0.441646,0
1490,5,82.1381,7.86188,1.72216,0.117717,27.7609,0.00169728,0.00101853,0.440821,0
1495,5,86.0526,3.94736,1.78011,0.116956,27.5653,0.00171796,0.00077721,0.440342,1
1500,5,90,0,1.8,0.116702,27.4999,0.00172523,0.00070793,0.440186,1
1505,5,86.0526,3.94736,1.78011,0.116956,27.5653,0.00171796,0.00077721,0.440342,1
1510,5,82.1381,7.86188,1.72216,0.117717,27.7609,0.00169728,0.00101853,0.440821,0
1515,5,78.2876,11.7124,1.63102,0.118975,28.0847,0.00166624,0.00155084,0.441646,0
1520,5,74.529,15.471,1.51386,0.120718,28.5338,0.0016292,0.00263871,0.44285,0
1525,5,70.8863,19.1137,1.37905,0.122929,29.1045,0.00159101,0.00480138,0.444461,0
1530,5,67.3781,22.6219,1.23496,0.125588,29.792,0.00155652,0.008955,0.446494,0
1535,5,64.0185,25.9815,1.08912,0.128675,30.5917,0.00153029,0.0165101,0.448939,0
1540,5,60.8162,29.1838,0.947613,0.132166,31.4983,0.00151654,0.0292683,0.451762,0
1545,5,57.7759,32.2241,0.814837,0.136041,32.507,0.00151891,0.0489746,0.454904,0
1550,5,54.8984,35.1016,0.693595,0.140278,33.613,0.00153996,0.0765866,0.458285,0
1555,5,52.1815,37.8185,0.585305,0.144858,34.8119,0.00158064,0.111646,0.461815,0
1560,5,49.6206,40.3794,0.490314,0.149763,36.1,0.0016399,0.152204,0.465399,0
1565,5,47.2097,42.7903,0.408205,0.154979,37.4738,0.00171479,0.195407,0.468951,0
1570,5,44.9413,45.0587,0.33808,0.160494,38.9307,0.001801,0.238354,0.472394,0
1575,5,42.8077,47.1923,0.278773,0.166296,40.4685,0.00189366,0.278762,0.475665,0
1580,5,40.8005,49.1995,0.229013,0.172378,42.0857,0.00198806,0.315216,0.478722,0
1585,5,38.9114,51.0886,0.187533,0.178734,43.7814,0.00208021,0.347097,0.481533,0
1590,5,37.1324,52.8676,0.153138,0.185361,45.5554,0.00216711,0.374359,0.484083,0
1595,5,35.4557,54.5443,0.124741,0.192258,47.4077,0.0022468,0.397302,0.48637,0
1600,5,33.8737,56.1263,0.10138,0.199427,49.3392,0.00231821,0.416394,0.488398,0
1605,5,32.3795,57.6205,0.0822179,0.206869,51.3513,0.00238101,0.432155,0.49018,0
1610,5,30.9666,59.0334,0.0665404,0.214591,53.4458,0.00243539,0.445093,0.491733,0
1615,-1,,,,,,,,,0
1620,-1,,,,,,,,,0
1625,-1,,,,,,,,,0
1630,-1,,,,,,,,,0
1635,-1,,,,,,,,,0
1640,-1,,,,,,,,,0
1645,6,31.0438,58.9562,0.067338,0.214151,53.3262,0.00243256,0.444435,0.491652,0
1650,6,32.3956,57.6044,0.0824093,0.206786,51.3286,0.00238036,0.431997,0.490162,0
1655,6,33.8148,56.1852,0.100572,0.199707,49.4149,0.00232078,0.417056,0.488471,0
1660,6,35.305,54.695,0.122374,0.192912,47.5836,0.00225379,0.399228,0.486569,0
1665,6,36.8692,53.1308,0.148426,0.1864,45.8339,0.00217982,0.378142,0.48445,0
1670,6,38.5105,51.4895,0.17939,0.18017,44.1654,0.00209988,0.353491,0.482117,0
1675,6,40.2307,49.7693,0.215959,0.174226,42.5783,0.00201566,0.325117,0.479578,0
1680,6,42.031,47.969,0.258823,0.168573,41.0733,0.00192954,0.293119,0.476853,0
1685,6,43.9108,46.0892,0.308616,0.163216,39.6517,0.00184454,0.257987,0.473973,0
1690,6,45.8672,44.1328,0.365839,0.158167,38.3153,0.00176411,0.220702,0.47098,0
1695,6,47.8946,42.1054,0.430761,0.153434,37.0663,0.00169167,0.18277,0.467928,0
1700,6,49.983,40.017,0.503291,0.149031,35.9075,0.00163024,0.146078,0.464879,0
1705,6,52.1173,37.8827,0.582835,0.144973,34.8423,0.00158187,0.112578,0.461902,0
1710,6,54.2752,35.7248,0.668152,0.141276,33.874,0.00154739,0.0838504,0.459067,0
1715,6,56.4253,33.5747,0.757231,0.137956,33.0066,0.00152622,0.0607491,0.456443,0
1720,6,58.5252,31.4748,0.847229,0.135032,32.244,0.00151663,0.0432911,0.454088,0
1725,6,60.519,29.481,0.934508,0.13252,31.5903,0.00151602,0.0308258,0.45205,0
1730,6,62.3363,27.6637,1.01481,0.130438,31.0492,0.00152135,0.0223634,0.45036,0
1735,6,63.8932,26.1068,1.08361,0.128801,30.6244,0.00152951,0.0168897,0.44904,0
1740,6,65.0983,24.9017,1.13652,0.127622,30.3186,0.00153767,0.0135639,0.448097,0
1745,6,65.8646,24.1354,1.1699,0.12691,30.1342,0.00154357,0.0117946,0.447532,0
1750,6,66.128,23.872,1.18131,0.126672,30.0726,0.0015457,0.0112415,0.447344,0
1755,6,65.8646,24.1354,1.1699,0.12691,30.1342,0.00154357,0.0117946,0.447532,0
1760,6,65.0983,24.9017,1.13652,0.127622,30.3186,0.00153767,0.0135639,0.448097,0
1765,6,63.8932,26.1068,1.08361,0.128801,30.6244,0.00152951,0.0168897,0.44904,0
1770,6,62.3363,27.6637,1.01481,0.130438,31.0492,0.00152135,0.0223634,0.45036,0
1775,6,60.519,29.481,0.934508,0.13252,31.5903,0.00151602,0.0308258,0.45205,0
1780,6,58.5252,31.4748,0.847229,0.135032,32.244,0.00151663,0.0432911,0.454088,0
1785,6,56.4253,33.5747,0.757231,0.137956,33.0066,0.00152622,0.0607491,0.456443,0
1790,6,54.2752,35.7248,0.668152,0.141276,33.874,0.00154739,0.0838504,0.459067,0
1795,6,52.1173,37.8827,0.582835,0.144973,34.8423,0.00158187,0.112578,0.461902,0
1800,6,49.983,40.017,0.503291,0.149031,35.9075,0.00163024,0.146078,0.464879,0
1805,6,47.8946,42.1054,0.430761,0.153434,37.0663,0.00169167,0.18277,0.467928,0
1810,6,45.8672,44.1328,0.365839,0.158167,38.3153,0.00176411,0.220702,0.47098,0
1815,6,43.9108,46.0892,0.308616,0.163216,39.6517,0.00184454,0.257987,0.473973,0
1820,6,42.031,47.969,0.258823,0.168573,41.0733,0.00192954,0.293119,0.476853,0
1825,6,40.2307,49.7693,0.215959,0.174226,42.5783,0.00201566,0.325117,0.479578,0
1830,6,38.5105,51.4895,0.17939,0.18017,44.1654,0.00209988,0.353491,0.482117,0
1835,6,36.8692,53.1308,0.148426,0.1864,45.8339,0.00217982,0.378142,0.48445,0
1840,6,35.305,54.695,0.122374,0.192912,47.5836,0.00225379,0.399228,0.486569,0
1845,6,33.8148,56.1852,0.100572,0.199707,49.4149,0.00232078,0.417056,0.488471,0
1850,6,32.3956,57.6044,0.0824093,0.206786,51.3286,0.00238036,0.431997,0.490162,0
1855,6,31.0438,58.9562,0.067338,0.214151,53.3262,0.00243256,0.444435,0.491652,0
1860,-1,,,,,,,,,0
1865,-1,,,,,,,,,0
1870,-1,,,,,,,,,0
1875,-1,,,,,,,,,0
1880,-1,,,,,,,,,0
1885,-1,,,,,,,,,0
1890,-1,,,,,,,,,0
1895,-1,,,,,,,,,0
1900,-1,,,,,,,,,0
1905,-1,,,,,,,,,0
1910,7,30.8997,59.1003,0.0658549,0.214974,53.55,0.00243784,0.44566,0.491803,0
1915,7,32.033,57.967,0.0781592,0.208698,51.8467,0.00239482,0.435502,0.490573,0
1920,7,33.193,56.807,0.0923099,0.202731,50.2317,0.00234744,0.423845,0.489227,0
1925,7,34.3763,55.6237,0.108451,0.197074,48.7046,0.00229601,0.410598,0.487768,0
1930,7,35.5785,54.4215,0.126693,0.19173,47.2655,0.00224108,0.395715,0.486207,0
1935,7,36.7936,53.2064,0.14709,0.186701,45.9147,0.00218346,0.379216,0.484555,0
1940,7,38.014,51.986,0.169624,0.181994,44.6533,0.0021242,0.36121,0.482833,0
1945,7,39.2303,50.7697,0.194174,0.177614,43.4823,0.00206456,0.341913,0.481064,0
1950,7,40.431,49.569,0.220493,0.17357,42.4034,0.00200593,0.321663,0.479278,0
1955,7,41.6024,48.3976,0.24819,0.16987,41.4182,0.00194971,0.300916,0.477506,0
1960,7,42.7289,47.2711,0.276709,0.166522,40.5287,0.00189725,0.28023,0.475786,0
1965,7,43.7925,46.2075,0.305331,0.163538,39.737,0.0018497,0.26023,0.474155,0
1970,7,44.7737,45.2263,0.333183,0.160927,39.0453,0.00180792,0.241554,0.47265,0
1975,7,45.6519,44.3481,0.359278,0.158698,38.4557,0.00177248,0.224799,0.471308,0
1980,7,46.4066,43.5934,0.382563,0.15686,37.9702,0.00174367,0.210476,0.470162,0
1985,7,47.0178,42.9822,0.402001,0.155422,37.5905,0.00172152,0.198985,0.469239,0
1990,7,47.4684,42.5316,0.416653,0.154389,37.3182,0.00170589,0.190606,0.468563,0
1995,7,47.7446,42.2554,0.425769,0.153768,37.1543,0.00169661,0.185517,0.468151,0
2000,7,47.8376,42.1624,0.428863,0.15356,37.0996,0.00169354,0.183811,0.468013,0
2005,7,47.7446,42.2554,0.425769,0.153768,37.1543,0.00169661,0.185517,0.468151,0
2010,7,47.4684,42.5316,0.416653,0.154389,37.3182,0.00170589,0.190606,0.468563,0
2015,7,47.0178,42.9822,0.402001,0.155422,37.5905,0.00172152,0.198985,0.469239,0
2020,7,46.4066,43.5934,0.382563,0.15686,37.9702,0.00174367,0.210476,0.470162,0
2025,7,45.6519,44.3481,0.359278,0.158698,38.4557,0.00177248,0.224799,0.471308,0
2030,7,44.7737,45.2263,0.333183,0.160927,39.0453,0.00180792,0.241554,0.47265,0
2035,7,43.7925,46.2075,0.305331,0.163538,39.737,0.0018497,0.26023,0.474155,0
2040,7,42.7289,47.2711,0.276709,0.166522,40.5287,0.00189725,0.28023,0.475786,0
2045,7,41.6024,48.3976,0.24819,0.16987,41.4182,0.00194971,0.300916,0.477506,0
2050,7,40.431,49.569,0.220493,0.17357,42.4034,0.00200593,0.321663,0.479278,0
2055,7,39.2303,50.7697,0.194174,0.177614,43.4823,0.00206456,0.341913,0.481064,0
2060,7,38.014,51.986,0.169624,0.181994,44.6533,0.0021242,0.36121,0.482833,0
2065,7,36.7936,53.2064,0.14709,0.186701,45.9147,0.00218346,0.379216,0.484555,0
2070,7,35.5785,54.4215,0.126693,0.19173,47.2655,0.00224108,0.395715,0.486207,0
2075,7,34.3763,55.6237,0.108451,0.197074,48.7046,0.00229601,0.410598,0.487768,0
2080,7,33.193,56.807,0.0923099,0.202731,50.2317,0.00234744,0.423845,0.489227,0
2085,7,32.033,57.967,0.0781592,0.208698,51.8467,0.00239482,0.435502,0.490573,0
2090,7,30.8997,59.1003,0.0658549,0.214974,53.55,0.00243784,0.44566,0.491803,0
2095,-1,,,,,,,,,0
2100,-1,,,,,,,,,0
2105,-1,,,,,,,,,0
2110,-1,,,,,,,,,0
2115,-1,,,,,,,,,0
2120,-1,,,,,,,,,0
2125,-1,,,,,,,,,0
2130,-1,,,,,,,,,0
2135,-1,,,,,,,,,0
2140,8,30.6536,59.3464,0.0633735,0.2164,53.9376,0.00244672,0.44771,0.492058,0
2145,8,32.0334,57.9666,0.0781634,0.208696,51.8462,0.00239481,0.435498,0.490573,0
2150,8,33.4895,56.5105,0.09619,0.201275,49.8381,0.00233483,0.420655,0.488869,0
2155,8,35.0278,54.9722,0.118101,0.19413,47.9115,0.00226654,0.402712,0.486932,0
2160,8,36.6541,53.3459,0.144646,0.187261,46.0649,0.00219016,0.381184,0.484748,0
2165,8,38.3746,51.6254,0.176684,0.180664,44.2975,0.00210654,0.355624,0.482314,0
2170,8,40.1957,49.8043,0.215171,0.174342,42.6091,0.00201736,0.325718,0.47963,0
2175,8,42.1234,47.8766,0.261151,0.168297,41,0.00192522,0.291426,0.476712,0
2180,8,44.1638,45.8362,0.315709,0.162535,39.471,0.00183363,0.253178,0.473585,0
2185,8,46.3219,43.6781,0.379913,0.157063,38.0237,0.00174683,0.212076,0.47029,0
2190,8,48.6021,41.3979,0.454712,0.151891,36.66,0.00166931,0.169989,0.466882,0
2195,8,51.0066,38.9934,0.540792,0.147033,35.3825,0.00160523,0.129432,0.463431,0
2200,8,53.5351,36.4649,0.638386,0.142501,34.1945,0.00155764,0.0930823,0.460018,0
2205,8,56.1835,33.8165,0.74704,0.138312,33.0996,0.00152799,0.0630746,0.456728,0
2210,8,58.9419,31.0581,0.865354,0.134486,32.1019,0.00151588,0.0403774,0.453646,0
2215,8,61.7922,28.2078,0.990739,0.131041,31.206,0.00151924,0.0246415,0.450849,0
2220,8,64.7039,25.2961,1.11925,0.127999,30.4165,0.00153484,0.0145749,0.448398,0
2225,8,67.628,22.372,1.24556,0.12538,29.7383,0.00155879,0.00855878,0.446332,0
2230,8,70.4858,19.5142,1.3632,0.123205,29.1758,0.00158687,0.00514647,0.444668,0
2235,8,73.151,16.849,1.46502,0.121491,28.7334,0.00161478,0.00328323,0.443404,0
2240,8,75.4231,14.5769,1.54397,0.120255,28.4146,0.0016384,0.00230406,0.442525,0
2245,8,77.0102,12.9898,1.59407,0.119508,28.2221,0.0016542,0.00183591,0.442008,0
2250,8,77.5906,12.4094,1.61124,0.119258,28.1578,0.00165976,0.00169763,0.441838,0
2255,8,77.0102,12.9898,1.59407,0.119508,28.2221,0.0016542,0.00183591,0.442008,0
2260,8,75.4231,14.5769,1.54397,0.120255,28.4146,0.0016384,0.00230406,0.442525,0
2265,8,73.151,16.849,1.46502,0.121491,28.7334,0.00161478,0.00328323,0.443404,0
2270,8,70.4858,19.5142,1.3632,0.123205,29.1758,0.00158687,0.00514647,0.444668,0
2275,8,67.628,22.372,1.24556,0.12538,29.7383,0.00155879,0.00855878,0.446332,0
2280,8,64.7039,25.2961,1.11925,0.127999,30.4165,0.00153484,0.0145749,0.448398,0
2285,8,61.7922,28.2078,0.990739,0.131041,31.206,0.00151924,0.0246415,0.450849,0
2290,8,58.9419,31.0581,0.865354,0.134486,32.1019,0.00151588,0.0403774,0.453646,0
2295,8,56.1835,33.8165,0.74704,0.138312,33.0996,0.00152799,0.0630746,0.456728,0
2300,8,53.5351,36.4649,0.638386,0.142501,34.1945,0.00155764,0.0930823,0.460018,0
2305,8,51.0066,38.9934,0.540792,0.147033,35.3825,0.00160523,0.129432,0.463431,0
2310,8,48.6021,41.3979,0.454712,0.151891,36.66,0.00166931,0.169989,0.466882,0
2315,8,46.3219,43.6781,0.379913,0.157063,38.0237,0.00174683,0.212076,0.47029,0
2320,8,44.1638,45.8362,0.315709,0.162535,39.471,0.00183363,0.253178,0.473585,0
2325,8,42.1234,47.8766,0.261151,0.168297,41,0.00192522,0.291426,0.476712,0
2330,8,40.1957,49.8043,0.215171,0.174342,42.6091,0.00201736,0.325718,0.47963,0
2335,8,38.3746,51.6254,0.176684,0.180664,44.2975,0.00210654,0.355624,0.482314,0
2340,8,36.6541,53.3459,0.144646,0.187261,46.0649,0.00219016,0.381184,0.484748,0
2345,8,35.0278,54.9722,0.118101,0.19413,47.9115,0.00226654,0.402712,0.486932,0
2350,8,33.4895,56.5105,0.09619,0.201275,49.8381,0.00233483,0.420655,0.488869,0
2355,8,32.0334,57.9666,0.0781634,0.208696,51.8462,0.00239481,0.435498,0.490573,0
2360,8,30.6536,59.3464,0.0633735,0.2164,53.9376,0.00244672,0.44771,0.492058,0
2365,-1,,,,,,,,,0
2370,-1,,,,,,,,,0
2375,-1,,,,,,,,,0
2380,-1,,,,,,,,,0
2385,-1,,,,,,,,,0
2390,-1,,,,,,,,,0
2395,-1,,,,,,,,,0
2400,9,30.7433,59.2567,0.0642699,0.215878,53.7956,0.0024435,0.446969,0.491966,0
2405,9,31.9972,58.0028,0.0777483,0.208889,51.8985,0.00239623,0.435841,0.490613,0
2410,9,33.3011,56.6989,0.0937111,0.202197,50.0874,0.00234287,0.422692,0.489097,0
2415,9,34.6551,55.3449,0.112512,0.195801,48.3613,0.00228349,0.407275,0.487413,0
2420,9,36.0589,53.9411,0.134517,0.189699,46.7196,0.00221851,0.389366,0.485562,0
2425,9,37.5109,52.4891,0.160083,0.183895,45.1623,0.00214875,0.368803,0.48355,0
2430,9,39.0084,50.9916,0.189537,0.178391,43.6899,0.00207545,0.345529,0.48139,0
2435,9,40.5466,49.4534,0.223138,0.173194,42.3033,0.00200033,0.319656,0.479104,0
2440,9,42.1186,47.8814,0.26103,0.168311,41.0038,0.00192544,0.291513,0.47672,0
2445,9,43.7149,46.2851,0.303187,0.163751,39.7933,0.00185309,0.2617,0.474274,0
2450,9,45.3222,44.6778,0.349354,0.159523,38.6739,0.00178555,0.231084,0.471811,0
2455,9,46.9237,43.0763,0.398974,0.155641,37.6482,0.00172486,0.200746,0.469381,0
2460,9,48.4978,41.5022,0.451139,0.152116,36.719,0.00167251,0.171854,0.467036,0
2465,9,50.0179,39.9821,0.504549,0.148962,35.8892,0.00162933,0.145495,0.464829,0
2470,9,51.4526,38.5474,0.557512,0.146192,35.162,0.00159538,0.122505,0.462812,0
2475,9,52.7659,37.2341,0.607995,0.143821,34.5403,0.00157003,0.10337,0.46103,0
2480,9,53.9183,36.0817,0.653735,0.141861,34.0271,0.00155213,0.0882203,0.459523,0
2485,9,54.8696,35.1304,0.69241,0.140323,33.6249,0.00154028,0.0769127,0.458321,0
2490,9,55.5817,34.4183,0.721854,0.139218,33.336,0.00153306,0.069159,0.457448,0
2495,9,56.0231,33.9769,0.740299,0.138551,33.1619,0.00152925,0.0646554,0.456918,0
2500,9,56.1726,33.8274,0.746582,0.138329,33.1038,0.00152808,0.0631809,0.456741,0
2505,9,56.0231,33.9769,0.740299,0.138551,33.1619,0.00152925,0.0646554,0.456918,0
2510,9,55.5817,34.4183,0.721854,0.139218,33.336,0.00153306,0.069159,0.457448,0
2515,9,54.8696,35.1304,0.69241,0.140323,33.6249,0.00154028,0.0769127,0.458321,0
2520,9,53.9183,36.0817,0.653735,0.141861,34.0271,0.00155213,0.0882203,0.459523,0
2525,9,52.7659,37.2341,0.607995,0.143821,34.5403,0.00157003,0.10337,0.46103,0
2530,9,51.4526,38.5474,0.557512,0.146192,35.162,0.00159538,0.122505,0.462812,0
2535,9,50.0179,39.9821,0.504549,0.148962,35.8892,0.00162933,0.145495,0.464829,0
2540,9,48.4978,41.5022,0.451139,0.152116,36.719,0.00167251,0.171854,0.467036,0
2545,9,46.9237,43.0763,0.398974,0.155641,37.6482,0.00172486,0.200746,0.469381,0
2550,9,45.3222,44.6778,0.349354,0.159523,38.6739,0.00178555,0.231084,0.471811,0
2555,9,43.7149,46.2851,0.303187,0.163751,39.7933,0.00185309,0.2617,0.474274,0
2560,9,42.1186,47.8814,0.26103,0.168311,41.0038,0.00192544,0.291513,0.47672,0
2565,9,40.5466,49.4534,0.223138,0.173194,42.3033,0.00200033,0.319656,0.479104,0
2570,9,39.0084,50.9916,0.189537,0.178391,43.6899,0.00207545,0.345529,0.48139,0
2575,9,37.5109,52.4891,0.160083,0.183895,45.1623,0.00214875,0.368803,0.48355,0
2580,9,36.0589,53.9411,0.134517,0.189699,46.7196,0.00221851,0.389366,0.485562,0
2585,9,34.6551,55.3449,0.112512,0.195801,48.3613,0.00228349,0.407275,0.487413,0
2590,9,33.3011,56.6989,0.0937111,0.202197,50.0874,0.00234287,0.422692,0.489097,0
2595,9,31.9972,58.0028,0.0777483,0.208889,51.8985,0.00239623,0.435841,0.490613,0
2600,9,30.7433,59.2567,0.0642699,0.215878,53.7956,0.0024435,0.446969,0.491966,0
2605,-1,,,,,,,,,0
2610,-1,,,,,,,,,0
2615,-1,,,,,,,,,0
2620,-1,,,,,,,,,0
2625,-1,,,,,,,,,0
2630,-1,,,,,,,,,0
2635,-1,,,,,,,,,0
2640,-1,,,,,,,,,0
2645,-1,,,,,,,,,0
2650,-1,,,,,,,,,0
2655,-1,,,,,,,,,0
2660,-1,,,,,,,,,0
2665,-1,,,,,,,,,0
2670,-1,,,,,,,,,0
2675,-1,,,,,,,,,0
2680,-1,,,,,,,,,0
2685,-1,,,,,,,,,0
2690,-1,,,,,,,,,0
2695,-1,,,,,,,,,0
2700,-1,,,,,,,,,0
2705,-1,,,,,,,,,0
2710,-1,,,,,,,,,0
2715,-1,,,,,,,,,0
2720,-1,,,,,,,,,0
2725,-1,,,,,,,,,0
2730,-1,,,,,,,,,0
2735,-1,,,,,,,,,0
2740,-1,,,,,,,,,0
2745,-1,,,,,,,,,0
2750,-1,,,,,,,,,0
2755,-1,,,,,,,,,0
2760,-1,,,,,,,,,0
2765,-1,,,,,,,,,0
2770,-1,,,,,,,,,0
2775,-1,,,,,,,,,0
2780,-1,,,,,,,,,0
2785,-1,,,,,,,,,0
2790,-1,,,,,,,,,0
2795,-1,,,,,,,,,0
2800,-1,,,,,,,,,0
2805,-1,,,,,,,,,0
2810,-1,,,,,,,,,0
2815,-1,,,,,,,,,0
2820,-1,,,,,,,,,0
2825,-1,,,,,,,,,0
2830,-1,,,,,,,,,0
2835,-1,,,,,,,,,0
2840,-1,,,,,,,,,0
2845,-1,,,,,,,,,0
2850,-1,,,,,,,,,0
2855,-1,,,,,,,,,0
2860,-1,,,,,,,,,0
2865,-1,,,,,,,,,0
2870,-1,,,,,,,,,0
2875,-1,,,,,,,,,0
2880,-1,,,,,,,,,0
2885,-1,,,,,,,,,0
2890,-1,,,,,,,,,0
2895,-1,,,,,,,,,0
2900,-1,,,,,,,,,0
2905,-1,,,,,,,,,0
2910,-1,,,,,,,,,0
2915,-1,,,,,,,,,0
2920,-1,,,,,,,,,0
2925,-1,,,,,,,,,0
2930,-1,,,,,,,,,0
2935,-1,,,,,,,,,0
2940,-1,,,,,,,,,0
2945,-1,,,,,,,,,0
2950,-1,,,,,,,,,0
2955,-1,,,,,,,,,0
2960,-1,,,,,,,,,0
2965,-1,,,,,,,,,0
2970,-1,,,,,,,,,0
2975,-1,,,,,,,,,0
2980,-1,,,,,,,,,0
2985,-1,,,,,,,,,0
2990,-1,,,,,,,,,0
2995,-1,,,,,,,,,0
